Application mode,Course,Daytime/evening attendance,Admission grade,Tuition fees up to date,Scholarship holder,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
39,8014,0,113.5,1,1,3,9,8,2,8,7,11.71428571,Graduate
42,9147,1,128.2,1,0,8,14,11,5,12,10,13.4,Graduate
43,9500,1,120.0,1,0,0,7,6,0,8,6,12.0,Enrolled
39,9003,1,130.0,1,0,0,6,1,0,6,0,0.0,Dropout
7,9147,1,110.0,1,0,10,15,13,5,10,7,11.14285714,Graduate
51,33,1,117.7,1,0,10,12,10,5,11,5,11.0,Dropout
1,9147,1,99.6,1,1,0,5,5,0,7,5,14.4,Graduate
43,9147,1,117.9,1,0,0,5,1,0,8,2,13.0,Dropout
39,8014,0,113.0,1,1,0,6,2,0,7,6,11.5,Graduate
17,9556,1,124.4,1,0,0,7,7,0,8,8,14.625,Graduate
7,8014,0,140.0,0,0,10,15,12,8,8,8,12.875,Dropout
53,9147,1,132.4,1,0,6,11,9,3,16,9,11.6,Enrolled
1,9254,1,124.0,1,1,0,6,6,0,9,6,10.83333333,Graduate
39,9991,0,132.0,1,0,0,5,4,0,7,4,12.0,Enrolled
43,9991,0,149.8,1,0,0,5,5,0,6,5,13.8,Graduate
7,9556,1,160.0,1,0,0,7,1,0,13,0,0.0,Dropout
17,9670,1,114.6,0,0,0,6,4,0,11,3,10.16666667,Dropout
39,9991,0,120.0,1,0,0,5,4,0,6,5,12.0,Graduate
39,9003,1,100.0,1,0,17,18,18,11,13,13,11.61538462,Graduate
1,9238,1,128.5,1,0,0,6,1,0,7,0,0.0,Dropout
39,9003,1,113.0,0,0,0,6,1,0,8,0,0.0,Dropout
1,9238,1,150.8,1,0,0,6,2,0,14,1,11.0,Dropout
17,9500,1,130.8,1,0,0,8,7,0,8,7,13.68142857,Enrolled
43,9500,1,114.5,1,0,0,7,6,0,7,6,12.61666667,Enrolled
17,8014,0,114.8,1,0,0,6,4,0,8,4,11.25,Graduate
17,9500,1,126.2,1,1,0,7,5,0,8,6,12.8,Enrolled
39,9500,1,129.0,0,0,0,7,4,0,10,5,11.56666667,Dropout
17,9238,1,110.5,1,0,0,6,6,0,7,6,14.0,Graduate
1,9500,1,132.5,0,0,0,7,0,0,0,0,0.0,Dropout
1,171,1,130.7,1,0,0,0,0,0,0,0,0.0,Dropout
17,9500,1,130.4,1,1,0,7,7,0,8,8,14.3625,Graduate
17,9500,1,124.3,1,1,0,7,7,0,8,8,13.31375,Graduate
1,9085,1,132.6,1,1,0,5,5,0,5,5,14.6,Graduate
44,8014,0,146.7,1,1,3,6,6,2,6,6,13.83333333,Graduate
1,9773,1,130.1,1,0,0,6,6,0,7,6,13.0,Graduate
43,9254,1,120.0,1,0,9,12,10,9,11,11,13.72727273,Graduate
7,8014,0,121.3,1,0,7,11,11,5,13,7,12.42857143,Graduate
1,9500,1,133.3,1,1,0,8,8,0,8,8,13.41625,Graduate
39,9500,1,110.5,1,0,0,7,0,0,0,0,0.0,Dropout
39,8014,0,102.5,1,1,0,6,6,0,8,5,13.0,Graduate
1,9085,1,150.9,1,0,0,6,6,0,10,6,14.625,Dropout
51,9070,1,106.6,1,0,2,6,5,4,12,6,10.16666667,Enrolled
1,9254,1,118.3,1,0,0,6,6,0,9,5,12.4,Enrolled
43,9991,0,117.9,0,0,0,5,0,0,6,0,0.0,Dropout
1,9991,0,135.0,1,0,0,5,5,0,5,5,14.2,Graduate
7,9119,1,120.0,0,0,1,5,1,2,5,2,14.0,Dropout
1,171,1,167.1,1,1,0,0,0,0,0,0,0.0,Graduate
43,9991,0,115.8,0,0,4,9,4,1,6,1,10.0,Dropout
16,9070,1,141.2,1,0,0,6,5,0,7,6,12.0,Graduate
1,9773,1,118.4,1,1,0,6,6,0,11,3,13.0,Graduate
1,9147,1,134.3,1,0,0,5,0,0,0,0,0.0,Dropout
17,9147,1,128.7,1,0,0,5,2,0,10,0,0.0,Dropout
17,9119,1,116.1,0,0,0,5,5,0,7,5,13.57142857,Dropout
39,171,1,100.0,1,0,0,0,0,0,0,0,0.0,Dropout
1,171,1,118.8,1,0,4,10,5,2,8,2,10.0,Enrolled
43,9991,0,130.0,1,0,6,10,9,7,12,8,12.0,Graduate
39,9130,1,150.0,1,0,0,6,0,0,8,1,10.0,Dropout
39,9119,1,116.0,1,1,0,5,1,0,10,2,11.0,Enrolled
17,9147,1,99.0,1,0,0,5,5,0,11,3,11.42857143,Enrolled
1,9238,1,132.0,1,1,0,6,5,0,9,6,11.57142857,Graduate
43,9254,1,125.0,0,0,3,8,5,3,12,5,12.0,Dropout
17,9119,1,116.2,0,0,0,5,2,0,8,2,11.5,Dropout
39,9670,1,100.0,0,0,0,5,1,0,6,3,10.66666667,Dropout
1,9773,1,132.9,1,0,0,6,4,0,13,5,11.8,Graduate
17,9773,1,132.5,1,0,0,6,0,0,11,1,10.0,Enrolled
44,9003,1,140.0,0,0,0,6,2,0,10,0,0.0,Dropout
43,9670,1,100.1,0,0,6,10,7,4,9,4,12.25,Dropout
39,9085,1,128.2,1,0,0,5,3,0,10,3,11.33333333,Dropout
17,9670,1,133.4,1,0,0,6,4,0,9,4,10.42857143,Enrolled
1,9773,1,136.1,0,0,0,4,0,0,0,0,0.0,Dropout
17,9670,1,123.0,0,0,0,6,5,0,8,4,13.0,Enrolled
1,9070,1,130.3,1,1,0,6,6,0,8,6,12.66666667,Graduate
1,9119,1,153.7,1,0,0,5,1,0,7,2,10.0,Enrolled
39,9085,1,142.5,0,0,5,7,5,3,7,3,11.66666667,Dropout
1,9254,1,114.6,1,0,0,6,2,0,12,1,13.0,Dropout
39,9500,1,108.5,1,0,0,7,0,0,7,0,0.0,Dropout
39,9147,1,140.0,1,0,0,5,0,0,0,0,0.0,Dropout
39,9003,1,120.0,1,0,0,6,6,0,10,5,11.6,Graduate
51,9670,1,120.0,1,0,1,6,2,0,7,0,0.0,Dropout
1,8014,0,127.6,1,0,0,6,6,0,6,6,11.66666667,Enrolled
44,9003,1,140.0,1,0,0,6,1,0,23,2,10.5,Dropout
39,9119,1,111.3,1,0,1,6,3,2,7,2,11.0,Dropout
1,9773,1,131.0,1,1,0,6,6,0,8,5,11.83333333,Graduate
1,9500,1,139.5,1,1,0,8,8,0,8,8,15.3,Graduate
39,9003,1,110.0,0,0,2,8,2,0,9,0,0.0,Dropout
44,9119,1,130.0,1,0,0,5,1,0,8,3,12.6,Enrolled
43,9003,1,115.0,1,0,0,6,0,0,10,0,0.0,Dropout
39,9500,1,154.3,1,0,0,7,0,0,0,0,0.0,Dropout
1,9147,1,135.0,1,0,0,5,4,0,8,5,12.0,Enrolled
17,9670,1,115.2,0,0,0,6,3,0,10,5,13.125,Dropout
1,9773,1,130.6,1,1,0,6,6,0,6,6,14.0,Graduate
1,9147,1,117.4,1,1,0,5,5,0,10,5,11.4,Graduate
7,9147,1,150.0,0,0,0,5,0,0,5,0,0.0,Dropout
17,9853,1,131.3,1,0,0,6,5,0,8,4,10.5,Dropout
1,9238,1,120.4,0,0,0,6,2,0,13,1,13.0,Dropout
1,9991,0,113.6,1,0,0,5,2,0,10,3,12.0,Enrolled
1,9500,1,125.0,1,0,0,7,6,0,7,6,14.61666667,Graduate
1,9500,1,132.3,1,1,0,8,7,0,8,7,14.06,Enrolled
17,9254,1,142.7,1,0,0,6,4,0,12,3,11.33333333,Dropout
7,9147,1,130.0,1,0,0,5,0,0,0,0,0.0,Dropout
1,9500,1,120.8,1,0,6,14,7,6,22,7,12.19230769,Graduate
17,9254,1,130.3,1,1,0,6,6,0,7,6,12.33333333,Graduate
17,9147,1,119.9,1,1,0,5,5,0,6,5,11.83333333,Graduate
1,9238,1,110.5,1,1,0,6,6,0,6,6,12.5,Graduate
44,9003,1,160.0,1,0,0,6,6,0,12,6,12.85714286,Graduate
17,9085,1,118.6,1,1,0,6,6,0,8,6,14.66666667,Graduate
1,9853,1,112.3,1,1,0,7,7,0,7,7,12.85714286,Graduate
1,9147,1,124.4,1,0,0,5,4,0,10,3,11.71428571,Enrolled
1,9500,1,125.0,1,0,0,7,6,0,7,6,13.9,Graduate
39,9500,1,105.8,1,0,0,7,3,0,11,3,12.06666667,Dropout
26,9147,1,121.5,1,0,13,15,13,11,14,11,12.54545455,Dropout
17,9238,1,134.2,1,1,0,6,6,0,7,6,14.14285714,Graduate
7,9147,1,130.0,1,0,0,5,0,0,5,0,0.0,Dropout
1,9085,1,122.8,1,0,0,5,2,0,9,3,11.33333333,Enrolled
1,9238,1,108.7,1,1,0,6,5,0,8,6,10.71428571,Graduate
1,9500,1,136.7,1,0,0,7,7,0,9,8,14.95555556,Graduate
17,9085,1,119.1,1,0,0,6,6,0,16,6,11.8,Graduate
1,171,1,151.3,1,1,6,12,12,4,16,11,13.25,Graduate
43,9238,1,108.3,1,1,0,6,2,0,8,5,12.4,Enrolled
17,9853,1,127.4,1,1,0,7,7,0,7,7,12.28571429,Graduate
42,9500,1,124.0,1,0,0,8,8,0,8,8,12.88625,Graduate
1,9070,1,155.0,1,1,0,6,5,0,6,6,12.66666667,Graduate
1,9147,1,114.0,1,1,0,5,5,0,6,5,11.2,Graduate
1,9147,1,118.9,1,0,0,5,4,0,10,3,14.5,Enrolled
53,9085,1,160.0,1,0,7,11,11,4,9,9,13.88888889,Graduate
43,9147,1,126.1,1,0,0,5,0,0,9,4,13.25,Enrolled
1,9500,1,136.5,1,1,0,8,8,0,8,8,14.50125,Graduate
1,9500,1,122.3,1,0,0,7,6,0,7,6,14.35,Graduate
17,9070,1,128.0,1,1,0,6,6,0,6,6,12.33333333,Graduate
1,9238,1,156.5,1,1,0,6,6,0,6,6,14.66666667,Graduate
1,9670,1,125.7,1,0,0,6,6,0,10,5,13.6,Enrolled
1,9773,1,143.0,1,0,0,6,5,0,6,6,13.66666667,Graduate
17,9500,1,131.9,1,1,0,7,7,0,8,8,14.02625,Graduate
43,9991,0,113.7,1,0,1,5,5,0,9,4,11.25,Enrolled
17,171,1,155.1,1,0,0,0,0,0,0,0,0.0,Graduate
16,9853,1,121.1,1,0,0,6,5,0,8,5,11.8,Enrolled
1,9500,1,130.3,1,1,0,8,8,0,8,8,14.15375,Graduate
1,9500,1,123.3,0,0,0,8,0,0,8,0,0.0,Dropout
1,9773,1,117.4,1,0,0,6,6,0,6,6,12.83333333,Graduate
5,9670,1,140.3,1,0,0,6,6,0,6,4,14.0,Enrolled
17,9500,1,120.0,1,0,0,8,7,0,8,7,12.45428571,Graduate
17,9147,1,133.4,1,0,0,5,1,0,10,0,0.0,Enrolled
1,9500,1,126.7,1,0,0,7,0,0,0,0,0.0,Dropout
17,9500,1,129.3,1,1,0,7,6,0,11,7,12.94375,Graduate
17,9500,1,125.7,1,0,0,7,6,0,11,6,14.775,Enrolled
1,9773,1,144.8,1,0,0,6,6,0,6,6,12.5,Enrolled
1,9254,1,98.6,1,0,0,6,2,0,12,0,0.0,Dropout
1,9853,1,126.9,1,1,0,7,7,0,7,7,14.42857143,Graduate
17,9238,1,146.7,1,1,0,6,6,0,7,6,14.0,Graduate
1,9500,1,117.0,1,1,0,8,8,0,8,8,13.2575,Graduate
44,9085,1,130.0,1,0,0,6,0,0,7,0,0.0,Dropout
17,9238,1,125.8,0,1,0,6,6,0,6,2,11.5,Dropout
39,9991,0,160.0,1,0,0,5,5,0,5,5,15.4,Dropout
1,9085,1,134.2,1,0,0,5,0,0,5,0,0.0,Dropout
43,9147,1,96.0,0,0,3,5,3,0,8,0,0.0,Dropout
18,9147,1,101.8,1,0,0,5,5,0,11,2,11.0,Enrolled
1,9238,1,125.2,1,0,0,6,6,0,10,6,11.33333333,Graduate
43,8014,0,100.0,1,0,0,6,4,0,6,6,14.33333333,Dropout
7,9147,1,140.0,1,0,0,5,0,0,0,0,0.0,Dropout
51,9070,1,120.0,1,1,0,6,6,0,6,6,14.16666667,Graduate
1,9500,1,134.3,1,0,0,8,7,0,8,7,14.2,Graduate
1,9773,1,144.7,1,1,0,6,6,0,6,6,14.66666667,Graduate
17,9500,1,131.9,1,0,0,7,7,0,8,8,14.3875,Dropout
1,9773,1,136.7,1,1,0,6,6,0,6,6,14.0,Dropout
1,9070,1,129.8,1,0,0,6,6,0,7,6,13.0,Graduate
1,9773,1,146.5,1,1,0,6,6,0,10,6,13.5,Graduate
43,9991,0,122.5,1,0,8,13,8,8,19,9,10.33333333,Enrolled
39,9556,1,117.8,1,0,0,7,6,0,9,8,11.9625,Graduate
17,9556,1,106.0,1,0,0,7,2,0,12,2,11.0,Dropout
17,9556,1,119.0,1,0,0,7,6,0,7,7,12.81428571,Enrolled
1,9670,1,115.1,1,0,0,6,3,0,11,5,13.625,Enrolled
17,9254,1,116.9,1,0,0,6,6,0,8,5,12.4,Graduate
1,9773,1,141.7,1,0,0,6,6,0,6,6,12.66666667,Graduate
1,9070,1,127.7,0,0,1,6,6,0,11,4,11.33333333,Dropout
1,9500,1,122.1,1,1,0,7,7,0,10,7,13.0375,Graduate
16,9085,1,153.5,1,0,0,6,6,0,6,6,14.66666667,Dropout
1,171,1,141.4,1,1,0,0,0,0,0,0,0.0,Graduate
1,9773,1,135.8,1,1,0,6,6,0,7,6,13.0,Graduate
1,9500,1,127.5,1,1,0,7,7,0,9,8,14.58888889,Graduate
39,9991,0,151.6,1,0,0,5,5,0,8,5,12.125,Enrolled
39,9500,1,121.4,1,0,0,7,4,0,7,5,13.5,Enrolled
42,9500,1,100.0,1,0,1,8,7,1,8,7,11.57142857,Graduate
1,9500,1,131.5,1,1,0,8,7,0,8,7,12.65714286,Graduate
17,9147,1,109.3,0,0,0,5,2,0,11,1,10.0,Dropout
1,9238,1,127.9,1,0,0,6,6,0,6,6,13.16666667,Graduate
7,9238,1,140.0,1,0,10,14,13,4,16,11,13.0,Graduate
44,9003,1,160.0,1,1,0,6,6,0,9,6,14.0,Graduate
17,9238,1,119.8,1,0,0,6,5,0,8,6,12.14285714,Graduate
43,9991,0,153.0,0,0,0,5,0,0,5,0,0.0,Dropout
1,9500,1,125.0,1,1,0,7,6,0,7,6,12.9,Graduate
43,9500,1,103.7,1,0,1,8,5,1,12,5,13.126,Enrolled
7,9085,1,120.0,1,0,4,10,4,3,13,3,11.66666667,Dropout
1,9853,1,146.0,1,0,0,6,3,0,10,5,11.8,Enrolled
17,9070,1,116.9,1,0,0,6,6,0,7,6,13.42857143,Graduate
39,9147,1,117.9,1,0,0,1,0,0,0,0,0.0,Dropout
1,9147,1,128.6,1,0,0,5,4,0,4,2,11.5,Enrolled
17,9853,1,135.0,1,0,2,8,7,2,11,8,11.375,Graduate
1,9991,0,124.6,1,0,0,5,5,0,10,4,10.25,Enrolled
1,9500,1,124.0,1,1,0,8,7,0,8,7,12.77142857,Enrolled
1,9500,1,129.5,1,1,0,8,7,0,8,7,13.79857143,Graduate
39,8014,0,111.3,0,0,0,6,6,0,6,6,13.5,Graduate
39,8014,0,95.0,0,0,0,6,0,0,6,0,0.0,Dropout
1,9147,1,131.8,1,0,14,15,14,13,15,13,12.84615385,Dropout
1,9119,1,119.1,1,0,0,5,0,0,8,0,0.0,Dropout
17,9085,1,125.4,1,0,0,6,6,0,13,5,14.42857143,Graduate
16,9003,1,140.7,1,1,13,18,18,11,13,13,14.53846154,Graduate
43,9991,0,131.9,1,0,6,10,6,5,17,5,12.4,Dropout
39,9238,1,124.0,1,0,2,8,7,0,17,1,10.0,Enrolled
1,9254,1,139.2,1,1,0,6,6,0,6,6,13.16666667,Graduate
1,9500,1,121.8,1,1,0,8,8,0,8,8,12.93875,Graduate
17,171,1,132.9,1,0,0,0,0,0,0,0,0.0,Graduate
44,9003,1,130.0,1,0,0,6,0,0,8,0,0.0,Dropout
39,9500,1,130.1,0,0,0,7,5,0,9,5,12.88,Dropout
39,9500,1,124.5,0,0,0,7,5,0,11,4,11.8125,Dropout
39,9670,1,162.3,1,0,0,6,3,0,12,5,11.4,Dropout
1,9500,1,137.8,1,0,0,8,7,0,8,7,13.0,Graduate
1,9670,1,119.5,0,0,0,5,0,0,0,0,0.0,Dropout
39,9130,1,110.0,1,0,0,5,2,0,8,3,12.33333333,Dropout
1,9238,1,105.0,1,0,0,6,5,0,9,5,12.16666667,Graduate
1,171,1,142.8,1,0,0,0,0,0,0,0,0.0,Dropout
43,9991,0,128.2,1,0,0,5,0,0,5,0,0.0,Dropout
39,9991,0,120.0,1,0,0,5,0,0,5,1,10.0,Dropout
7,9119,1,130.0,0,0,0,5,0,0,5,0,0.0,Dropout
17,9670,1,121.7,1,1,0,5,5,0,5,4,10.75,Graduate
1,9003,1,116.0,1,0,0,6,6,0,10,6,14.1,Graduate
39,9991,0,133.2,0,0,0,5,2,0,12,3,10.8,Dropout
43,9991,0,116.7,1,0,0,5,4,0,9,4,11.6,Dropout
1,9773,1,126.4,1,1,0,6,6,0,6,6,13.5,Graduate
39,9003,1,140.0,1,0,0,6,0,0,6,0,0.0,Enrolled
1,9147,1,120.3,1,1,0,5,5,0,9,5,13.6,Dropout
39,9070,1,118.0,1,1,0,6,6,0,6,0,0.0,Dropout
15,9670,1,149.5,0,0,0,6,6,0,8,6,13.0,Graduate
44,9003,1,130.0,1,1,0,6,6,0,8,4,11.75,Graduate
1,9670,1,126.3,1,1,0,6,6,0,7,5,13.0,Graduate
17,9147,1,116.2,1,0,0,5,0,0,13,0,0.0,Dropout
17,9254,1,126.0,0,0,0,6,0,0,6,0,0.0,Dropout
1,9670,1,122.3,1,0,0,5,5,0,5,5,11.6,Graduate
1,9147,1,119.5,1,1,0,5,4,0,6,4,12.25,Enrolled
44,9070,1,131.8,1,1,2,7,7,5,10,8,12.375,Graduate
17,9500,1,130.7,1,1,0,7,7,0,11,8,12.80555556,Dropout
44,9130,1,140.0,1,0,2,6,5,1,11,2,15.0,Enrolled
1,171,1,129.5,1,0,0,0,0,0,0,0,0.0,Dropout
39,9670,1,130.0,1,1,0,6,1,0,7,0,0.0,Dropout
39,9670,1,114.0,1,0,0,5,3,0,8,4,11.25,Dropout
43,9773,1,121.0,1,0,0,6,1,0,8,4,11.25,Enrolled
17,171,1,116.4,1,0,0,0,0,0,0,0,0.0,Dropout
1,9119,1,121.7,1,0,0,5,0,0,11,1,12.0,Dropout
42,9254,1,130.0,1,0,2,6,4,2,12,2,12.5,Dropout
43,9991,0,120.0,1,0,6,10,7,4,10,6,11.5,Dropout
43,9991,0,125.0,1,0,0,5,5,0,7,5,13.71428571,Graduate
17,171,1,134.1,1,0,12,17,13,12,25,12,11.25,Dropout
1,9670,1,149.5,1,1,0,6,6,0,8,6,13.42857143,Graduate
43,9670,1,113.2,1,0,0,5,2,0,10,3,10.33333333,Enrolled
39,9991,0,146.0,1,0,0,5,5,0,5,5,14.6,Enrolled
44,9003,1,140.0,1,0,0,6,6,0,9,6,13.5,Graduate
39,9003,1,162.4,0,0,4,12,5,2,7,5,11.2,Dropout
43,9500,1,136.6,1,0,0,7,5,0,14,6,12.2,Dropout
18,9119,1,111.0,1,0,0,5,4,0,9,3,14.2,Dropout
1,9500,1,115.7,1,0,0,7,5,0,9,7,13.475,Enrolled
1,9670,1,105.7,1,0,0,6,6,0,9,5,13.8,Graduate
42,9003,1,128.2,1,0,4,9,8,5,12,9,13.11111111,Enrolled
1,9147,1,137.0,1,0,0,5,5,0,5,5,15.0,Graduate
39,9254,1,120.0,0,0,0,6,0,0,12,0,0.0,Dropout
39,9991,0,120.5,1,0,0,5,2,0,5,0,0.0,Dropout
51,9991,0,118.1,1,0,13,15,13,9,13,9,11.33333333,Dropout
39,9991,0,139.0,1,0,0,5,0,0,0,0,0.0,Dropout
39,9147,1,116.3,0,0,0,5,0,0,9,0,0.0,Dropout
17,9254,1,120.5,1,0,0,6,4,0,12,4,10.25,Dropout
1,9070,1,134.9,1,0,0,6,6,0,7,6,12.16666667,Graduate
17,9119,1,123.0,1,0,0,5,1,0,7,0,0.0,Dropout
17,9670,1,122.9,0,0,0,6,6,0,9,2,13.0,Dropout
39,9991,0,140.0,1,0,0,5,4,0,7,4,12.75,Enrolled
17,9085,1,122.5,0,0,0,6,5,0,11,5,13.66666667,Enrolled
39,9991,0,121.5,1,0,0,5,2,0,9,3,11.33333333,Enrolled
17,9500,1,132.3,1,1,0,7,6,0,7,6,13.26666667,Graduate
17,9500,1,131.5,1,1,0,7,7,0,8,8,14.1875,Graduate
43,9130,1,128.2,1,0,0,5,0,0,5,0,0.0,Dropout
39,9670,1,148.0,0,0,0,6,0,0,6,0,0.0,Dropout
1,9500,1,121.5,1,0,0,7,6,0,7,6,13.48333333,Graduate
1,9500,1,135.4,1,0,0,7,6,0,12,5,12.16,Enrolled
39,9238,1,139.0,0,0,0,6,0,0,6,0,0.0,Dropout
43,9147,1,113.4,1,0,0,5,3,0,9,3,11.66666667,Dropout
44,9119,1,150.0,1,0,0,5,5,0,7,5,17.71428571,Dropout
17,9670,1,122.0,1,0,0,6,6,0,9,5,13.2,Enrolled
44,9085,1,150.0,1,0,1,6,6,1,7,6,13.14285714,Graduate
39,9254,1,119.3,1,0,0,6,6,0,11,4,11.8,Enrolled
39,9003,1,140.0,0,0,0,6,0,0,0,0,0.0,Dropout
1,9070,1,125.0,1,0,0,6,6,0,8,6,12.14285714,Enrolled
1,9670,1,140.7,1,0,0,5,5,0,6,4,14.5,Graduate
39,9500,1,100.0,1,0,0,7,5,0,9,0,0.0,Enrolled
17,9773,1,146.7,1,0,0,6,6,0,8,6,13.625,Graduate
39,9130,1,96.0,1,0,0,5,0,0,5,0,0.0,Dropout
44,9119,1,160.0,0,0,2,6,2,2,7,2,16.0,Dropout
44,9119,1,130.0,0,0,0,5,0,0,5,0,0.0,Dropout
39,9991,0,130.0,0,1,0,5,3,0,11,3,10.66666667,Dropout
43,9070,1,140.0,1,0,14,18,18,13,18,18,14.5,Graduate
1,9119,1,116.6,1,1,0,5,5,0,7,5,13.8,Graduate
17,9119,1,120.5,1,0,0,5,3,0,11,5,13.57142857,Graduate
39,9085,1,103.0,1,0,0,6,0,0,0,0,0.0,Dropout
17,9070,1,111.9,1,0,0,6,5,0,10,4,11.2,Graduate
17,9119,1,148.7,1,0,0,5,5,0,8,5,16.0,Graduate
43,9991,0,120.0,1,0,7,13,7,5,13,5,10.6,Dropout
1,9119,1,125.7,1,0,0,5,0,0,5,0,0.0,Enrolled
1,9254,1,120.1,1,1,0,6,6,0,8,6,13.16666667,Graduate
1,9130,1,127.8,1,0,0,6,6,0,9,6,14.85714286,Graduate
17,9147,1,106.4,1,0,0,5,5,0,6,4,10.5,Graduate
42,9500,1,100.0,1,0,0,8,2,0,16,2,10.25,Dropout
17,9085,1,123.9,1,0,0,6,0,0,0,0,0.0,Dropout
1,9670,1,139.5,1,1,0,6,6,0,6,6,14.83333333,Graduate
44,9003,1,150.0,1,0,0,6,5,0,6,5,12.6,Graduate
1,9556,1,139.8,1,0,0,7,7,0,10,7,13.65714286,Graduate
39,9991,0,154.4,1,0,0,5,0,0,0,0,0.0,Dropout
17,9147,1,115.5,0,0,0,5,4,0,9,5,10.5,Enrolled
39,8014,0,119.0,1,0,3,9,9,2,8,7,13.14285714,Graduate
39,33,1,96.1,1,0,0,7,2,0,12,2,11.5,Dropout
7,171,1,130.0,0,0,0,0,0,0,0,0,0.0,Dropout
43,9070,1,128.8,1,0,6,12,12,6,12,12,13.0,Graduate
18,9773,1,126.8,1,1,0,6,5,0,6,4,14.0,Graduate
7,9991,0,130.0,1,0,0,5,0,0,0,0,0.0,Dropout
1,9147,1,116.7,1,0,0,5,0,0,6,0,0.0,Enrolled
17,9500,1,125.5,1,0,0,8,7,0,8,7,13.15428571,Enrolled
7,9670,1,110.0,1,0,7,12,9,6,11,6,13.16666667,Dropout
1,9773,1,133.7,1,0,0,6,6,0,7,5,11.8,Dropout
1,9130,1,117.6,1,0,0,5,2,0,8,5,11.4,Enrolled
44,9003,1,140.0,1,0,0,6,3,0,9,1,12.0,Dropout
44,9003,1,150.0,1,0,0,6,3,0,12,3,12.75,Enrolled
16,9238,1,133.7,1,0,0,6,6,0,6,6,12.16666667,Graduate
16,9773,1,137.0,1,1,0,6,6,0,8,5,12.8,Graduate
43,9147,1,128.2,1,0,7,11,11,2,7,6,14.5,Dropout
18,171,1,129.2,0,0,0,0,0,0,0,0,0.0,Dropout
17,9773,1,129.5,1,0,0,6,6,0,7,6,12.66666667,Graduate
1,9773,1,129.6,1,0,0,6,6,0,8,6,12.83333333,Graduate
17,9119,1,121.7,1,0,0,5,5,0,9,3,12.0,Enrolled
17,9773,1,141.8,1,0,0,6,6,0,6,6,12.16666667,Graduate
1,9773,1,129.8,1,0,0,6,5,0,11,3,12.75,Graduate
44,9070,1,106.0,1,0,2,7,5,5,9,5,11.0,Dropout
43,171,1,121.6,1,0,0,0,0,0,0,0,0.0,Enrolled
17,9119,1,121.5,1,0,0,5,5,0,7,5,14.57142857,Dropout
1,171,1,117.0,1,0,0,0,0,0,0,0,0.0,Enrolled
44,9119,1,130.0,1,0,0,5,2,0,10,3,11.6,Enrolled
17,9670,1,117.7,1,0,0,6,6,0,7,6,13.85714286,Graduate
44,9085,1,140.0,1,0,2,6,4,1,16,2,12.0,Dropout
1,9119,1,133.1,1,0,0,5,3,0,10,2,10.5,Dropout
15,9119,1,100.0,1,0,2,8,7,1,8,6,11.83333333,Enrolled
17,9670,1,119.1,1,0,0,6,3,0,11,4,11.14285714,Dropout
1,9119,1,129.8,0,1,0,5,5,0,6,5,14.2,Enrolled
1,9238,1,131.3,1,0,0,6,5,0,7,5,11.8,Dropout
17,9773,1,136.7,1,0,0,6,6,0,6,6,13.83333333,Graduate
17,9238,1,126.2,1,1,0,6,6,0,7,6,13.5,Graduate
15,9085,1,109.6,1,0,0,6,4,0,15,5,11.0,Dropout
1,9500,1,131.9,1,1,0,7,7,0,8,8,16.09375,Graduate
1,9238,1,140.7,1,1,0,6,6,0,6,6,16.0,Graduate
18,8014,0,120.7,1,0,0,6,4,0,6,0,0.0,Dropout
1,9147,1,113.8,1,0,0,5,3,0,9,4,11.75,Graduate
1,9238,1,121.0,1,0,0,6,1,0,13,1,13.0,Enrolled
17,8014,0,112.4,1,0,4,7,7,2,14,2,11.0,Dropout
1,9773,1,131.0,1,1,0,6,6,0,10,5,11.2,Enrolled
1,171,1,142.7,1,0,0,0,0,0,0,0,0.0,Dropout
1,9670,1,125.5,0,1,0,6,6,0,7,6,14.28571429,Graduate
1,9500,1,107.8,1,1,0,7,6,0,9,7,13.0,Graduate
1,9773,1,110.4,0,0,0,6,6,0,10,2,10.33333333,Dropout
44,9238,1,136.1,1,0,3,6,3,2,6,2,12.5,Enrolled
39,9254,1,138.3,1,0,5,10,9,5,14,7,13.0,Graduate
1,9085,1,142.3,1,0,0,5,4,0,6,4,12.75,Graduate
42,9500,1,145.0,1,0,12,21,18,12,33,18,14.93333333,Graduate
1,9773,1,125.7,1,0,0,6,6,0,7,6,11.66666667,Graduate
39,9853,1,108.0,0,0,0,7,7,0,8,6,12.66666667,Enrolled
1,9500,1,128.7,1,0,0,7,7,0,8,8,13.91,Graduate
1,9670,1,128.0,1,1,0,6,6,0,7,6,13.28571429,Graduate
1,9773,1,146.5,1,1,0,6,6,0,7,6,12.66666667,Graduate
1,9254,1,106.1,0,0,0,6,0,0,0,0,0.0,Dropout
17,8014,0,118.0,1,1,0,6,6,0,12,5,14.0,Graduate
17,9085,1,117.0,1,1,0,5,4,0,8,5,13.33333333,Graduate
1,9238,1,115.4,1,1,0,6,6,0,6,6,11.83333333,Graduate
17,9238,1,117.0,1,0,0,6,6,0,7,6,12.42857143,Graduate
39,9085,1,144.9,1,0,0,6,3,0,19,4,12.8,Enrolled
